Itemname,Brand,Category1,Category2,Category3,Category4,Price,SoldQuantity,TotalAmount
NATARAJ KURUBOYA 12Lİ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,16.54,157,2217.86
NATARAJ KURUBOYA 6LI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,68.40,225,1813.93
NAZILLI KURU ACI SUS BIBER,KURU MEYVE SEBZE,SEBZE,KURUTMALIK,MANAV,SEBZELER,8.88,5,44.40
NAZILLI KURU MUSAKKALIK PATLICAN,KURU MEYVE SEBZE,SEBZE,KURUTMALIK,MANAV,SEBZELER,12.62,12,141.78
NAZO TOZ ICECEK 300 GR LIMON *12*,NAZO,SOGUK ICECEKLER,GAZSIZ ICECEK,TOZ ICECEK,TOZ,16.13,7,112.91
NAZO TOZ ICECEK 300 GR PORTAKAL *12*,NAZO,SOGUK ICECEKLER,GAZSIZ ICECEK,TOZ ICECEK,TOZ,29.54,12,338.80
NAZO TOZ ICECEK 6X2 GR SEFTALI *12*,NAZO,SOGUK ICECEKLER,GAZSIZ ICECEK,TOZ ICECEK,TOZ,6.03,5,30.15
NAZO TOZ ICECEK 6X2 GR VISNE *12*,NAZO,SOGUK ICECEKLER,GAZSIZ ICECEK,TOZ ICECEK,TOZ,6.39,2,12.78
NBA A4 HAZIRKAP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,84.86,242,6018.42
NE BULDU ? NE BIRAKTI ?,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,18.28,209,5677.16
NEF.06.CITIRIK KARAVATA TUZLU 1KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,60.76,13,700.18
NEF.07.CITIRIK BEYAZ TUZSUZ 1 KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,63.21,8,505.68
NEF.12.YER FISTIGI TUZLU 1 KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,59.18,2,118.36
NEF.18.LEBLEBI TUZLU DUBLE 1 KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,94.87,4,379.48
NEF.20.KARISIK 1 KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,173.84,4,695.36
NEF.21.NEVS.KABAK CEK.SARI TUZLU 1KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,64.69,3,194.07
NEF.25.FINDIK ICI KAVRULMUS 1 KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,140.51,8,1124.08
NEF.26.ANTEP FISTIGI 1 KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,247.87,5,1239.35
NEF.27.BADEM ITHAL CIG 1 KG *1*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,352.22,6,2113.32
NEF.36.KAYISI CEK.ISLIMSIZ CIG 1 KG,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,111.43,2,222.86
NEF.40 KURU UZUM SIYAH KECEMEN 1KG,NEFISO,GIDA,BISKUVI-CEREZ,KURU MEYVE,KURU MEYVE,27.27,6,163.62
NEFIS.ANTEP FIS.250 GR PAK*20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,47.82,4,191.28
NEFIS.ATOM KARISIK CEREZ 250 GR PAK*20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,KARISIK KURUYEMIS,60.71,8,485.68
NEFIS.FINDIK ICI 250 GR PAK*20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,76.40,2,152.80
NEFIS.KABUKLU YER FIST. PAK.150 GR *20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,10.06,2,20.12
NEFIS.KABUKLU YER FIST.CANTA PAK.900 GR *1*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,KARISIK KURUYEMIS,54.25,3,162.75
NEFIS.KARPUZ CEK.EKO 300 GR *20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,KARISIK KURUYEMIS,14.52,5,72.60
NEFIS.LUX KOKTEYL CEREZ 250 GR PAK*20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,21.49,6,128.94
NEFIS.NEV.KABAK CEK.C.KAVR.200 GR *20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,KARISIK KURUYEMIS,21.09,3,63.27
NEFIS.RENK.LEBLEBI SEK.300 GR *20*,NEFISO,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,7.90,2,15.80
NEOPREN UST BALDIR BANDAJI ,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,103.69,4,414.76
NEREDESIN SELALE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,8.69,191,6280.63
NERGIS  IZGARA COCUK KOFTE 1 KG,NERGIS,ET,KIRMIZI ET,ET,PAKET ETLER,1.03,4,4.12
NERGIS  YUFKA 1 KG,NERGIS,KAHVALTILIK,UNLU MAMULLER,YUFKA,BOREKLIK,7.02,14,127.86
NERGIS ACI TOZ BIBER 1 KG,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,ACI TOZ BIBER,44.24,23,965.76
NERGIS BAKLAVALIK YUFKA 800 GR,NERGIS,KAHVALTILIK,UNLU MAMULLER,YUFKA,BAKLAVA,36.48,1,36.48
NERGIS BULG. CIG.KOF. ESMER 2 KG *7*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,36.72,7,257.04
NERGIS BULGUR CIG.KOFTELIK 1 KG *12*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,15.06,2,30.12
NERGIS BULGUR KOFT.(DEG.KISIRLIK) 2 KG *7*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,31.75,7,257.87
NERGIS BULGUR KOFTELIK (KISIRLIK) 1 KG *12*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,20.88,5,104.40
NERGIS COK AMACLI UN 10 KG *1*,NERGIS,GIDA,UNLU MAMUL-TATLI,UN,SADE UNLAR,130.55,2,261.10
NERGIS COK AMACLI UN 2 KG *8*,NERGIS,GIDA,UNLU MAMUL-TATLI,UN,SADE UNLAR,16.56,4,66.24
NERGIS DEGIRMEN BULGURU 5KG CUVAL,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,120.04,3,360.12
NERGIS KAVURMA (KIYMA),NERGIS,ET,ISLENMIS ET,KAVURMA ,DOKME,322.93,4,1291.72
NERGIS KOCBASI NOHUT 2 KG *7*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,NOHUTLAR,72.83,8,582.64
NERGIS KUNEFELIK KADAYIF 400 GR,NERGIS,SEKERLEME,UNLU MAMUL-TATLI,TATLILAR,DIGER PAKETLI TATLILAR,13.12,5,65.60
NERGIS MACAR SALAM 250 GR ,NERGIS,ET,ISLENMIS ET,SALAM ,DANA SALAM,66.03,7,462.21
NERGIS MAK.ARPA SEHRIYE 5.KG,NERGIS,GIDA,BAKLIYAT-MAKARNA,MAKARNA,SEHRIYE,73.38,4,293.52
NERGIS MAKARNA ARPA SEHRIYE 500 GR *20*,NERGIS,GIDA,BAKLIYAT-MAKARNA,MAKARNA,SEHRIYE,9.75,2,19.50
NERGIS MAKARNA TEL SEHRIYE 500 GR *20*,NERGIS,GIDA,BAKLIYAT-MAKARNA,MAKARNA,SEHRIYE,10.81,11,96.31
NERGIS MANTI 400 GR.,NERGIS,KAHVALTILIK,UNLU MAMULLER,PASTANE URUNLERI,MANTI,111.70,5,558.50
NERGIS MERCIMEK KABUKLU 1 KG *12*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,MERCIMEKLER,20.67,1,20.67
NERGIS MERCIMEK KIRMIZI IC 1 KG *12*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,MERCIMEKLER,41.31,4,165.24
NERGIS MERCIMEK YESIL 1 KG *12*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,MERCIMEKLER,42.91,10,419.75
NERGIS PET ACI KIR.BIB.130 GR.*20*,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,ACI TOZ BIBER,7.79,12,75.21
NERGIS PET COREK OTU 140 GR.*20*,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,COREK OTU,9.81,8,78.00
NERGIS PET H.CEVIZI 90 GR.*20*,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,HINDISTAN CEVIZI,5.22,1,5.22
NERGIS PET PASTA SUSU 120 GR.*20*,NERGIS,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PASTA SUSU,4.52,9,37.48
NERGIS PET SUMAK 130 GR.*20*,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,SUMAK,55.41,9,249.54
NERGIS PET TAT.TOZ KIR.BIB.130 GR.,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,TATLI TOZ BIBER,4.51,1,4.51
NERGIS PIRINC OSMANCIK 1 KG *12*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,PIRINCLER,54.05,19,822.74
NERGIS PIRINC PILAVLIK 1 KG *12*,NERGIS,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,PIRINCLER,44.86,2,89.72
NERGIS POS.PUL BIBER 250 GR.*20*,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,PUL BIBER,19.48,8,155.84
NERGIS POS.PUL BIBER 500 GR.*10*,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,PUL BIBER,20.85,9,181.98
NERGIS SALAM MACAR 500 GR ,NERGIS,ET,ISLENMIS ET,SALAM ,DANA SALAM,107.32,1,107.32
NERGIS SIKMA TARHANA 1000 GR *10*,NERGIS,GIDA,CORBA-BULYON,CORBALAR,HAZIR CORBA,82.28,5,411.40
NERGIS SIKMA TARHANA 500 GR *20*,NERGIS,GIDA,CORBA-BULYON,CORBALAR,HAZIR CORBA,49.34,1,49.34
NERGIS SUCUK PILIC DILIMLI 500 GR  ,NERGIS,ET,ISLENMIS ET,SUCUK,DANA SUCUK,20.93,8,167.44
NERGIS SUDA TUZSUZ T.YAGI 5 KG,NERGIS,KAHVALTILIK,TEREYAG-MARGARIN,TEREYAGI,DOKME,195.94,5,979.70
NERGIS TANDIRLIK CUVAL UN 5 KG ,NERGIS,GIDA,UNLU MAMUL-TATLI,UN,TANDIR UNLAR,42.04,8,336.32
NERGIS TEREYAGI TUZLU 10 KG,NERGIS,KAHVALTILIK,TEREYAG-MARGARIN,TEREYAGI,DOKME,3782.04,6,22692.24
NERGIS TEREYAGI TUZSUZ 1 KG,NERGIS,KAHVALTILIK,TEREYAG-MARGARIN,TEREYAGI,DOKME,138.06,1,138.06
NERGIS TUZLU TEREYAGI 4500 GR *3*,NERGIS,KAHVALTILIK,TEREYAG-MARGARIN,TEREYAGI,PAKET,809.81,2,1619.62
NERGIS YUFKA 3 YAPRAK,NERGIS,KAHVALTILIK,UNLU MAMULLER,YUFKA,BOREKLIK,14.41,2,28.82
NERGIS YUFKA 500 GR.,NERGIS,KAHVALTILIK,UNLU MAMULLER,YUFKA,BOREKLIK,4.33,8,34.64
NERGIS YUFKA KG,NERGIS,KAHVALTILIK,UNLU MAMULLER,YUFKA,BOREKLIK,49.96,8,399.68
NERGIS.DOKME HAS HAS MAVI,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,OZEL BAHARAT,70.02,2,140.04
NESCAFE 3 IN 1 13 GR BOL KREMALI *576*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,KARISIMLI KAHVELER,1.63,6,9.78
NESCAFE 3 IN 1 17 GR FINDIKLI *576*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,KARISIMLI KAHVELER,3.77,2,7.54
NESCAFE 3 IN 1 ORJINAL 10 AL 9 ODE 180 GR*30*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,KARISIMLI KAHVELER,28.32,5,141.60
"NESCAFE 3'U 1 ARADA 17,5 GR*560*",NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,KARISIMLI KAHVELER,3.07,2,6.14
"NESCAFE 3IN1 17,4 GR 10'LU SUTLU EKO PAK.*12*",NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,KARISIMLI KAHVELER,18.88,2,37.76
"NESCAFE 3IN1 17,5 GR 10'LU  EKO PAK.*40*",NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,KARISIMLI KAHVELER,23.36,2,46.72
NESCAFE CAPPICINO 15 GR SADE *18*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,CAPPUCCINO VE ESPRESSO,4.20,2,8.40
NESCAFE CLAS. 50 GR POSET *12*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,HAZIR KAHVELER,41.01,1,41.01
NESCAFE CLAS.200 GR EKO *6*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,HAZIR KAHVELER,116.88,8,935.04
NESCAFE CREMA LATTE 17 GR *288*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,CAPPUCCINO VE ESPRESSO,6.80,8,54.40
NESCAFE GOLD 100 GR POSET *12*,NESCAFE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,HAZIR KAHVELER,167.01,5,792.81
NESCAFE XPRESS 250 ML VANILYA *24*,NESCAFE,SOGUK ICECEKLER,GAZLI ICECEK,ENERJI ICECEGI,ENERJI,24.03,6,140.12
NESELI KAHRAMANLARDAN KLASIKLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,278.82,204,2882.79
NESTLE  SU  500 ML *12*,NESTLE,SOGUK ICECEKLER,GAZSIZ ICECEK,SU,SADE,2.04,4,8.16
NESTLE  SU 5 LT *2*,NESTLE,SOGUK ICECEKLER,GAZSIZ ICECEK,SU,SADE,6.39,4,25.56
NESTLE 30 GR CLASS.BEY.CIK *12*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,26.50,4,106.00
NESTLE 30 GR CLS.FIN.BATON *12*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,6.45,8,78.58
NESTLE 30 GR FISTIK.SUTLU BATON*12*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,13.79,2,27.58
NESTLE 40 GR DAMAK GECE BATON *12*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,CIKOLATA,8.73,6,52.38
NESTLE 65 GR BIT.KARE TAB *6*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,29.26,6,175.56
NESTLE 65 GR DAMAK KARE.*6*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,29.48,1,29.48
NESTLE 65 GR T.FISTIK BLACK KARE *6*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,17.30,3,51.90
NESTLE 80 GR CLASSIC BISK.KARE*6*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,10.21,2,20.42
NESTLE 80 GR FINDIKLI KARE.*6*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,13.71,4,54.84
NESTLE CHOKELLA 2x500 GR *12*,NESTLE,KAHVALTILIK,CIKOLATA,KREM CIKOLATA-EZME,KAKAO-FINDIK KREMASI,35.42,6,212.52
NESTLE CHOKELLA 600 GR *12*,NESTLE,KAHVALTILIK,CIKOLATA,KREM CIKOLATA-EZME,KAKAO-FINDIK KREMASI,31.75,1,31.75
NESTLE CHOKELLA 750 GR KASE *12*,NESTLE,KAHVALTILIK,CIKOLATA,KREM CIKOLATA-EZME,KAKAO-FINDIK KREMASI,76.89,1,76.89
NESTLE CHOKELLA 800 GR *12*,NESTLE,KAHVALTILIK,CIKOLATA,KREM CIKOLATA-EZME,KAKAO-FINDIK KREMASI,83.81,2,155.63
NESTLE CIK.KURABIYELI BEY. 42 GR *12*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,3.77,1,3.77
NESTLE CIK.PARMAK BIS.103 GR*24*,NESTLE,GIDA,BISKUVI-CEREZ,BISKUVI,KAPLAMALI BISKUVI,13.69,4,54.76
NESTLE CITIR GOFRET 32 GR BEYAZ  *30*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,GOFRET,SADE,3.71,2,7.42
NESTLE COFFEE-MATE 100 GR POSET*24*,NESTLE,CAY-KAHVE-SEKER,GUNLUK ICECEK,SUT TOZU VE KREMA,KAHVE KREMASI,30.31,4,119.10
NESTLE COFFEE-MATE 5 GR *1000*,NESTLE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,KARISIMLI KAHVELER,0.83,7,5.81
NESTLE COFFEE-MATE 500 GR. *10*,NESTLE,CAY-KAHVE-SEKER,GUNLUK ICECEK,SUT TOZU VE KREMA,KAHVE KREMASI,129.64,8,1037.12
NESTLE CORN FLAKES 225 GR *18*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,SADE,23.07,4,92.28
NESTLE CORN FLAKES MISIR G.450 GR*12*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,SADE,50.67,7,354.69
NESTLE CREMA 320 CAM GR *6*,NESTLE,KAHVALTILIK,CIKOLATA,KREM CIKOLATA-EZME,KAKAO-FINDIK KREMASI,42.01,1,42.01
NESTLE CRUNCH GOF 30 GR *30*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,GOFRET,SADE,2.61,5,13.05
NESTLE CRUNCH MAX 35 GR *240*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,CIKOLATALI GOFRET,4.54,6,27.24
NESTLE CRUNCH PATT 30 GR *216*,NESTLE,GIDA,BISKUVI-CEREZ,BISKUVI,KAPLAMALI,9.10,1,9.10
NESTLE GIFTBOX SUT.BIT.BEY. CIKO.270 GR*12*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,IKRAMLIK CIKOLATA,61.30,7,367.24
NESTLE KITKAT 38 GR*20*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BAR VE KAPLAMALILAR,3.35,1,3.35
NESTLE KREMALI GOFRET 81 GR FINDIK*12*,NESTLE,SEKERLEME,CIKOLATA-GOFRET,GOFRET,FINDIKLI,5.69,5,25.21
NESTLE MADLEN CIK.300 GR,NESTLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,IKRAMLIK CIKOLATA,57.79,8,462.32
NESTLE MARSHMALLOWLU BIS.93 GR*12*,NESTLE,GIDA,BISKUVI-CEREZ,BISKUVI,KAPLAMALI BISKUVI,10.82,4,43.28
NESTLE NESFIT 400 GR MEYVELI*12*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,MUSLI,70.16,7,491.12
NESTLE NESFIT 450+450 GR SADE *6*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,SADE,53.96,16,726.02
NESTLE NESQ. CIK.BUG VE MIS.GEV.700  GR *10*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,SADE,65.96,2,131.92
NESTLE NESQ.DUO 235 GR*16*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,CESNILI,20.15,5,100.75
NESTLE NESQ.TAM TAH.GEV.CILEK 310 GR *12*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,CESNILI,56.77,4,227.08
NESTLE NESQUIK 3' U 1 ARADA *144*,NESTLE,CAY-KAHVE-SEKER,GUNLUK ICECEK,SUT TOZU VE KREMA,SUT TOZU,2.18,7,15.26
NESTLE NESQUIK 375 GR POSET *12*,NESTLE,CAY-KAHVE-SEKER,GUNLUK ICECEK,SUT TOZU VE KREMA,SUT TOZU,63.75,4,255.00
NESTLE NESQUIK KREMA KAV.320 GR *6*,NESTLE,KAHVALTILIK,CIKOLATA,KREM CIKOLATA-EZME,KAKAO-FINDIK KREMASI,278.64,4,1114.56
NESTLE NESQUIK MISIR GEV.450+450 GR*5*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,SADE,67.21,8,537.68
NESTLE SALEP 17 GR*24*,NESTLE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,SICAK CIKOLATA-SAHLEP,34.20,6,205.20
"NESTLE SICAK CIKOLATA 18,5 GR *24*",NESTLE,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,SICAK CIKOLATA-SAHLEP,5.57,5,27.85
NESTLE.NESFIT 250 GR *16*,NESTLE,KAHVALTILIK,KAHVALTILIK GEVREK,KAHVALTILIK GEVREK-MUSLI,FORM,24.90,7,174.30
NFC YUZ TEMIZLEME JELI YAGLI CILT,NIVEA,KOZMETIK,KISISEL BAKIM,CILT BAKIM,TEMIZLEME JEL-KREM-PEELING,33.58,175,15015.65
NILDEN YUMURTA 15'LI SARI (M),NILDEN,KAHVALTILIK,YUMURTA-ZEYTIN,YUMURTA,NORMAL,3489.63,7,24427.41
NILDEN YUMURTA 30'LU BEYAZ (L),NILDEN,KAHVALTILIK,YUMURTA-ZEYTIN,YUMURTA,NORMAL,28.01,3,84.03
NILDEN YUMURTA 30'LU BEYAZ (M) ,NILDEN,KAHVALTILIK,YUMURTA-ZEYTIN,YUMURTA,NORMAL,47.43,5,237.15
NILDEN YUMURTA 30'LU SARI (M),NILDEN,KAHVALTILIK,YUMURTA-ZEYTIN,YUMURTA,NORMAL,32.21,2,64.42
NILDEN YUMURTA JUMBO 20'LI SARI (XL),NILDEN,KAHVALTILIK,YUMURTA-ZEYTIN,YUMURTA,NORMAL,83.96,6,503.76
NINEMLE MASAL OKUYORUM,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,18.68,143,2144.93
NITRO FUTBOL TOPU  NO 5 HATTRICK,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,210.56,3,631.68
NIVEA BABY PISIK KREMI 100 ML.,NIVEA,BEBEK,BEBE MALZEMELERI,BEBEK BAKIM,BEBEK KREMLERI,217.99,1,217.99
NIVEA LIP VANILYA,NIVEA,KOZMETIK,YUZ BAKIM,DUDAK KORUYUCULAR,DUDAK KREMI,130.52,132,6434.44
NM AS LOSYON HASSAS 100 ML,NIVEA,KOZMETIK,YUZ BAKIM,TIRAS MALZEMELERI,LOSYON,1.48,192,13817.85
NOKI BEYAZ SILGI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,39.23,170,820.45
NOKI CAM BANT 66 MT,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.76,210,1579.78
"NOKI GLORY  VERSATIL KALEM 0,5",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.95,113,702.67
"NOKI GLORY  VERSATIL KALEM 0,7",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,65.01,158,1516.11
"NOKI GLORY  VERSATIL KALEM 0,9",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,11.13,160,3192.22
NOKI MEMORY 75x75 NOT KAGIDI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,60.78,196,2277.96
NOKI SECRET POINT,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,65.64,239,1738.45
NOKI SECRET VERSATIL,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,11.68,183,4029.15
NOKI SIVI DAKSIL 20G ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,24.34,150,2159.50
NOKI VERSATIL SCRET 7800 KALEM 07*12,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,15.48,162,1725.84
NOKI ZIMBA TELI 24/6-6453 ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,56.96,238,1932.74
NOKI ZIMBA TELI 24/6-6453 ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,71.96,170,943.31
NOKİ KALEM UCU 0.5,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,231.38,199,2872.99
NOT DEFTERI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,43.60,163,2351.96
NOT DEFTERI JSB-2 ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,63.51,169,1157.23
NOT DEFTERI LASTIKLI HB2114*20,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,5.36,175,2259.15
NOT DEFTERI SPR. 7*10,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,2.32,154,1270.03
NOT DEFTERİ SPİRALLİ LİSANSLI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.35,174,1138.85
NOT KAGIDI 5 RENK 12'LI PK,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,13.08,157,130993.53
NOTES NOT DEFTERI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,11.16,155,2528.27
NOTRE DAME'IN KAMBURU,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,9.24,182,7529.23
NOVA COLOR  KURUBOYA 12LI UZUN,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,142.38,180,5040.89
NOVA COLOR 12Lİ BOYA KALEMİ TOMBUL ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,112.13,180,7312.46
