Itemid,Itemcode,Itemname,Price,Category1,Category2,Category3,Category4,Brand,SoldQuantity,TotalAmount
11569,11776,,10.21,KOZMETIK,KISISEL BAKIM,CILT BAKIM,GUNES KREMLERI,SEBAMED,236,71830.27
9361,16202,,137.39,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,SNOPY,236,39491.85
16079,27660,,66.44,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,236,36196.36
22055,20907,,112.45,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,236,31842.36
4551,12888,,5.07,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,FIRIN KABI VE TEPSILERI,PASA BAHCE,236,22183.42
6116,25194,,162.12,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SUZGEC,PIKNIK,236,19585.59
17940,30386,,147.88,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,236,14507.24
19357,42916,,16.53,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,236,14319.94
25852,36911,,6.78,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,236,14200.56
13120,14119,,11.63,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,NAMALDI,236,14174.38
2726,8486,,463.36,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,236,14154.37
21940,20764,,59.86,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,DURU,236,10815.56
8242,28880,,52.81,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,236,9365.40
23062,44865,BILMECE YASAMAK/YEDIVEREN,23.56,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,236,7707.28
3242,8632,MAGNUM M600 ROLLER KALEM KIRMIZI,43.91,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,236,6857.49
26241,41995,LEVENT RIZEDE,306.81,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,236,6120.83
26972,37857,DONMEZLER MATARA DFMAT0162,29.70,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,236,5568.02
8523,25986,,85.40,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,BUZDOLABI POSETI,COOK,236,5346.82
26353,42172,MOPAK A4 60 YAPRAK KARELI DEFTER,47.96,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,236,5007.38
16162,29667,,27.91,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,BERRAK,236,4595.18
23228,39482,,66.53,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,236,2664.31
24264,35569,KIRTA.TICON OYUN HAMURU 4 RNK KK430 ,5.11,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,236,1999.88
18981,33462,LINC PILOT SIYAH,61.32,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,236,1503.12
23420,39733,OPS KALEMLIK KLM 303,88.85,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,236,1355.04
23219,45153,KIRTA.TICON 4+1 SPR DEFTER 150 YP.,7.00,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,236,1224.41
22751,35203,,282.07,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,235,49381.13
23884,35694,,39.17,KOZMETIK,PARFUM-DEODORANT,DEODORANTLAR,DEO,BLADE,235,23891.52
22050,20902,,5.39,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,235,20831.54
12478,21759,SHERLOCK HOLMES GIZEMLI SUCLARIN PESI,97.24,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,16542.26
2990,14846,,4.96,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TAVA,PASA BAHCE,235,15725.16
12113,5375,,79.66,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,235,15041.75
25942,37025,KITAP ELMA KOKULU MASALLAR,23.57,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,13898.32
20796,34209,,16.39,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,235,12938.13
18126,30639,,48.72,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TEPSILER,BORA,235,11947.97
8146,28762,KITAP BANA SOZ VER ,4.61,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,11546.52
12917,26121,,20.45,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,9797.24
21861,39353,KITAP MAVI KABUSLAR ICINDIR ,42.65,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,9635.51
17873,28273,BUYUK CEVSEN CEP BOY,55.92,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,9589.38
23310,39573,KITAP YINEDE SEVDIK,22.56,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,9030.04
13576,23920,,342.76,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,EL ALETI,TOFITA,235,7671.42
2479,8180,GOLGEKAPAN KARANLIK KUREDEN KACIS,94.36,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,7533.80
3897,15767,,3.07,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER KUPA,PASA BAHCE,235,6500.99
10766,4672,MABER MP-701 VERSATIL KALEM 0.7MM ,7.70,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,235,5930.15
17284,32970,,10.38,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,235,4882.88
22123,21014,,7.78,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,235,4689.14
14798,18276,,48.08,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,235,4255.69
5713,22407,,15.88,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KASE,PIKNIK,235,3478.91
14542,26550,SCHOOL OKUL MAKASI CETVELLI ,82.53,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,235,3178.08
26517,42411,,15.82,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,2685.36
26396,42215,YAŞAYAN ATASOZLER (5 KITAP)) ,4.56,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,235,2565.07
25038,36414,OPS 3 LU EVRAK RAFI RF 303,21.12,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,235,2482.84
21098,43668,RENKLI BONCUK,8.89,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,235,1566.47
1779,7791,TICON POLIKARBON MATARA,5.37,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,235,1514.24
8978,3961,SILKA NEON SILGI 24'LU,21.94,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,235,796.37
2363,8014,KURANI KERIM RAHLE BOY MEAL BLG.HATLI,65.58,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,234,32338.61
8487,25945,,26.41,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,CLEAR,234,25779.10
1834,7863,,5.90,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,234,19231.50
2723,8483,,147.44,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,234,18849.29
5319,5941,,1.96,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,234,14343.34
21452,44438,KITAP YESRIBDE BAHAR,125.11,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,234,11398.74
15846,27237,BEYNINIZI TANIYIN,88.47,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,234,9036.89
13308,18034,,19.88,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,NAMALDI,234,8846.50
21863,39384,,5.35,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,234,7431.11
15399,24749,,9.28,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,234,7056.14
12870,26074,,8.62,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,234,7033.69
5246,5852,,54.14,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PIPET,COOK,234,6332.26
4620,13015,ACTIVE MAKET BICAGI KILITLI,441.90,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,234,6147.49
2372,8023,ZIPZIP VE BEBEK KELEBEK-KELEBEK ÇAYIRI,26.03,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,234,5313.17
9455,16416,,29.15,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,JIBER,234,4957.03
1769,7781,,47.63,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,234,4714.71
1781,7793,TICON TEKLI KALEMTRAS TK1024,12.87,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,234,3580.87
14841,18328,,83.06,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SAKLAMA KABI,PIKNIK,234,2352.30
9046,4042,MAVI PERMANENT KALEM        ,152.25,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,234,2135.30
6859,6848,,80.18,EV,ELEKTRIK-ELEKTRONIK,PIL,PIL CINKO KARBON,FUJIKA,234,1583.68
13875,24404,GIPTA OFICA F26223 CIFT T.KOP.BAN 19MMX25MT,7.24,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,234,1408.05
13774,24281,MAGNUM MP202 VERSATIL K.YESIL,38.79,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,234,1351.22
17166,32780,,33.19,GIDA,BISKUVI-CEREZ,KEK,MINI KEK,ULKER,234,1336.95
26805,37600,,28.11,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,COP KOVASI,BOBBY LIFE,233,27486.74
24135,35348,,34.75,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,233,22023.09
11526,11702,CELIK METAL SU MATARASI 600 ML,37.52,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,233,21246.15
17930,30376,,88.87,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,233,17076.20
13673,24094,,15.58,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM ALTLIKLAR,GURAL,233,16689.63
5166,5742,,83.07,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,233,16463.30
22127,21021,,27.40,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,RESTOREX,233,11127.02
2705,8465,KITAP GONLU YANMIS ARIF,15.28,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,233,9989.90
24329,40336,,39.18,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,233,9963.12
15410,24762,GOKYUZU MASALLARI ,55.08,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,233,9782.96
21693,31955,5-6-2 TAMAM DEGIL REIS BEN DE VARIM,121.26,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,233,9297.48
21473,44459,KITAP LISA-TUHAF SEYLER OLUYOR,4.77,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,233,9046.60
12910,26114,ILKOGRETIM ORTA ATLAS,36.05,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,233,7929.87
3352,8795,,73.29,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,233,5859.67
24057,35924,KIRTA.25*35 SPR RESIM DEFTERI ,75.61,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,233,5852.51
19091,33615,SN-40   MARLA SUNUM DOSYASI 40 LI ,25.15,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,233,5692.95
2142,3460,,23.10,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,233,5692.42
13114,14111,,23.83,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,233,4776.60
22230,21162,,93.10,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,233,4447.50
21227,44022,DONMEZLER MATARA PGMAT0146,12.08,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,233,4249.15
2855,14537,,1.50,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TABAKLIK-CATALLIK-BICAKLIK,PASA BAHCE,233,2520.10
26970,37855,KIRTA.DONMEZLER HEPSI KALEMLIK 0280,413.22,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,42796.05
4196,9481,,8.86,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,MANGAL,PIKNIK,232,28543.94
7716,23399,SAFTIRIK GREG-BENDE BU SANS VARKEN,1.85,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,232,25260.43
5235,5840,,32.72,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,232,24055.50
23914,35738,,37.74,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,232,20252.49
4299,12428,,123.27,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,BICAK,PENGUEN,232,19760.23
16801,19128,SERVE STEPS SILGILI KALEM TRAS,51.00,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,17032.27
14746,26887,GEZER 9952 GONDOL MERDANE  *12* ,27.61,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,232,15576.56
11879,12292,FUNNY 3D PUZZLE 3BOYUTLU HD YAPBOZ,23.57,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,10314.91
9169,4230,,101.37,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,PENTI,232,9285.22
17929,30375,,14.08,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,232,8897.45
15957,27409,365 GUNDE GUZEL AHLAK,112.45,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,232,8643.50
26477,42344,,21.99,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,232,7183.10
24267,35576,,26.41,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM TABAK,GURAL,232,7107.59
22952,44747,151 SANAL NISA SAKLAMA KABI,64.66,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,6122.65
12956,26173,,26.90,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,NAMALDI,232,6065.31
23961,35793,,27.69,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,232,4967.47
14,30,,0.77,EV,ELEKTRIK-ELEKTRONIK,PIL,KALEM PILLER,KODAK,232,4857.48
11317,17300,,31.70,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,BAYRAK,232,4688.53
11167,17084,,11.17,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM SURAHI,PASA BAHCE,232,4674.67
17383,33118,SPIDERMAN KALEMLIK 15816,9.48,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,4450.28
19254,33877,OGRENCI KALEMLIK MESSENGER,3.53,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,3734.48
2376,8027,PINYPON EGITICI BOYAMA KITABI,17.67,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,232,3233.25
8765,10032,MIKRO MR829 VERSATIL KALEM  ,27.60,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,3120.14
17608,27938,AMOS STICK YAPISTIRICI 8GR,110.63,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,1827.93
14653,26705,ARK MISHAP,33.64,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,1656.81
9062,4073,,1.37,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,232,1256.20
21741,39180,TICON 280 YP 8 KONULU DEFTER,29.74,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,232,527.32
5786,22516,,69.80,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TAVA,CEM,231,47074.92
4754,17631,,4.64,EV,ELEKTRIK-ELEKTRONIK,PIL,PIL ALKALIN,VARTA,231,26382.51
6025,25031,,1.09,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,PASA BAHCE,231,20388.36
5163,5739,,135.67,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,231,15511.62
1744,7748,,67.37,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,231,14846.85
24560,40723,,3.34,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,231,14051.82
21647,31864,,72.46,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,PASA BAHCE,231,14002.29
23352,39628,,19.84,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,231,12966.30
9096,4115,,18.41,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,231,12424.62
23596,40099,KITAP TURK MILL.DOGUSU YUKSELISI,7.51,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,11710.36
21712,31974,,19.24,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,10075.37
21472,44458,KITAP MISTIK SEHRIN EFENDILERI ,58.94,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,9796.64
24898,36234,IKI SEHRIN HIKAYESI / YASON,20.27,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,9616.72
21474,44460,KITAP SUSTURUN SU AYICIGI,6.34,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,8941.74
14232,29509,,131.08,KOZMETIK,YUZ BAKIM,TIRAS MALZEMELERI,TIRAS JELLERI,ARKO,231,8253.86
7323,13836,,68.28,KOZMETIK,AGIZ BAKIM,DIS MACUNLARI,MACUNLAR,COLGATE,231,7948.81
2474,8175,HURREM SULTAN,102.61,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,7636.47
15349,24682,,14.18,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,BERRAK,231,6527.56
5092,24934,KIRTA.LINEPLUS TAHTA KALEMI KIRMIZI,30.18,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,231,6020.61
22781,35244,,86.81,EV,KISISEL ILGI-EGLENCE,NALBURIYE-HIRDAVAT,EV GERECLERI,GONDOL,231,5649.35
24527,40652,,42.65,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,231,5088.28
26131,41780,TOTAL BANT MAKINASI SIYAH ,6.85,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,231,5027.48
766,1843,KIRTA.A4 HARITA METOD DEFTERI,271.06,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,231,4913.97
573,1422,,25.04,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,4470.23
8399,25842,,22.81,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,4041.62
25333,41208,,19.75,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PISIRME TORBASI,KOROPLAST,231,3540.58
23242,39496,,1.15,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,231,3356.41
20689,34051,,64.38,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER PLASTIK EV GERECLERI,LUX,231,3061.77
3129,15075,TRATTO FOSFORLU KALEM PEMBE,52.64,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,231,2762.20
24751,36031,GUAJ BOYA TUP MAVI,6.93,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,231,1301.88
14046,29228,MILAN 4424 SILGI,1.72,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,231,307.51
8004,7216,,36.09,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,ADDISON,230,42649.63
2731,8491,,112.21,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,230,23618.05
18797,20031,,37.75,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,230,18972.27
23366,39642,,2.47,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,230,15204.46
20966,34475,,73.93,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,230,13290.68
13260,14365,,12.06,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,NAMALDI,230,10901.05
26961,37829,,21.64,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM SURAHI,TITIZ,230,10833.76
23083,44886,KLON,3.33,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,10230.32
2507,8210,,4.22,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,230,9963.97
7385,22893,,233.85,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,9927.12
26068,37164,,32.62,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK CEREZLIK VE KASELER,UDAG,230,9890.24
23584,40087,ASKIN OTEKI YUZU,31.98,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,7863.55
8391,25834,KEMAL ATATURK,16.53,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,7583.15
11530,11712,,6.88,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,MANGAL MALZEMELERI,PIKNIK,230,7087.77
23898,35716,MYDIDO OYUN HAMURU 6 LI,197.45,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,230,6842.15
17722,28084,KITAP PAPKIN KORSANLARDAN KACIS,38.83,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,6520.63
2491,8192,,7.62,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,6314.34
8403,25846,SEYH EDEBALI /PANAMA,51.34,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,5670.40
26490,42357,UZAYA YOLCULUK-MANKAFALAR CETESI-4 ,14.66,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,5218.82
26473,42340,ASKIN RECETESI,8.85,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,5160.94
17131,32685,WINX BLOOMUN BALOSU,21.66,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,5111.42
4523,12823,,11.93,EV,KISISEL ILGI-EGLENCE,OTO BAKIM-AKSESUARLARI,OTO MALZEMELERI,CARUB,230,5099.40
10549,11577,IMZA 6128 VERSATIL KALEM ,25.48,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,230,4607.23
24474,40596,ORNEGE BAKARAK BOYA -HAYVANLAR,69.20,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,4263.70
22981,44784,OLUM DELTASI ,38.90,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,230,3526.54
